crystalline_polished,,crystalline_nonpolished,,amorphous,,crystalline_coated,,crystalline_coated2,,crystalline_pyramid,,crystalline_black,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1382,76.75467682,1382,74.26078033,1382,63.4302597,1382,39.65632248,1382,25.88411522,1382,27.41369629,1382,62.60449219,
1381,76.74295807,1381,74.29473114,1381,63.96709824,1381,39.68576813,1381,25.87034988,1381,27.39237595,1381,62.66648865,
1380,76.74046326,1380,74.28068542,1380,64.53765869,1380,39.69542313,1380,25.82079124,1380,27.4701004,1380,62.6667366,
1379,76.78227234,1379,74.25285339,1379,65.1428833,1379,39.66077805,1379,25.88311386,1379,27.43589211,1379,62.72356415,
1378,76.81560516,1378,74.39810944,1378,65.6374054,1378,39.70579529,1378,25.87473106,1378,27.36605072,1378,62.8325386,
1377,76.68345642,1377,74.27577972,1377,66.02523041,1377,39.74023819,1377,25.80529213,1377,27.42023087,1377,62.83843994,
1376,76.70079803,1376,74.27291107,1376,66.45722961,1376,39.76163101,1376,25.84777832,1376,27.52708244,1376,62.81306839,
1375,76.76509857,1375,74.33766174,1375,66.88026428,1375,39.74686432,1375,25.85726738,1375,27.46948051,1375,62.94707108,
1374,76.80953979,1374,74.34075165,1374,67.37827301,1374,39.76145935,1374,25.86896133,1374,27.54940987,1374,63.01348114,
1373,76.81466675,1373,74.35309601,1373,67.83409119,1373,39.83483124,1373,25.83937263,1373,27.56481743,1373,63.04701996,
1372,76.84804535,1372,74.33644867,1372,68.1966095,1372,39.89673233,1372,25.9147377,1372,27.60157204,1372,63.09878922,
1371,76.82788086,1371,74.32305908,1371,68.54535675,1371,39.88774872,1371,25.91100693,1371,27.56329727,1371,63.197052,
1370,76.82077026,1370,74.32540894,1370,68.81650543,1370,39.92431641,1370,25.86370468,1370,27.6729908,1370,63.15500641,
1369,76.77957153,1369,74.35015106,1369,69.19434357,1369,39.99788284,1369,25.93482399,1369,27.69942665,1369,63.15808105,
1368,76.74008942,1368,74.32215881,1368,69.59273529,1368,39.89594269,1368,25.92347527,1368,27.69224358,1368,63.224823,
1367,76.78502655,1367,74.31036377,1367,69.92301178,1367,40.04198837,1367,25.93836784,1367,27.68434334,1367,63.20052719,
1366,76.68049622,1366,74.26639557,1366,70.18795013,1366,40.06232452,1366,25.94585037,1366,27.70723343,1366,63.23454285,
1365,76.80435181,1365,74.288414,1365,70.55434418,1365,40.08972168,1365,25.96092224,1365,27.76130486,1365,63.27931213,
1364,76.74433899,1364,74.30638885,1364,70.93811798,1364,40.0941658,1364,25.97793388,1364,27.72123528,1364,63.35984039,
1363,76.70704651,1363,74.21309662,1363,71.20872498,1363,40.15076447,1363,25.95261574,1363,27.83020973,1363,63.34425354,
1362,76.74894714,1362,74.28877258,1362,71.53430939,1362,40.1593132,1362,25.94527817,1362,27.83959198,1362,63.39606094,
1361,76.75958252,1361,74.24718475,1361,71.83498383,1361,40.15796661,1361,25.93613243,1361,27.80974197,1361,63.45219421,
1360,76.75352478,1360,74.23609161,1360,72.12468719,1360,40.28428268,1360,25.89340591,1360,27.75137711,1360,63.57082748,
1359,76.84168243,1359,74.30078125,1359,72.54258728,1359,40.23823547,1359,25.96943092,1359,27.85645676,1359,63.65800476,
1358,76.80030823,1358,74.28468323,1358,72.7634964,1358,40.28631592,1358,25.95562553,1358,27.90525246,1358,63.6652298,
1357,76.80289459,1357,74.31555176,1357,73.10974884,1357,40.22560883,1357,25.92546844,1357,27.83896255,1357,63.72559738,
1356,76.80729675,1356,74.3378067,1356,73.33329773,1356,40.25849533,1356,25.96599388,1356,27.82793045,1356,63.82865143,
1355,76.80597687,1355,74.33187103,1355,73.62264252,1355,40.38018417,1355,25.90955544,1355,27.87686539,1355,63.93861771,
1354,76.82499695,1354,74.29023743,1354,73.88884735,1354,40.32750702,1354,25.95301819,1354,27.89738846,1354,63.96240616,
1353,76.74221039,1353,74.29829407,1353,74.1004715,1353,40.30098724,1353,25.91769409,1353,27.91891479,1353,64.0370636,
1352,76.89199829,1352,74.31866455,1352,74.39245605,1352,40.4042778,1352,25.95344162,1352,27.92573547,1352,64.1229248,
1351,76.84189606,1351,74.36358643,1351,74.5348587,1351,40.39648819,1351,25.89480972,1351,27.96458054,1351,64.15992737,
1350,76.84774017,1350,74.28585052,1350,74.77425385,1350,40.40551758,1350,25.9011364,1350,27.94189072,1350,64.17845154,
1349,76.85367584,1349,74.33596802,1349,74.99098969,1349,40.484272,1349,25.91846085,1349,27.99724388,1349,64.24638367,
1348,76.86779022,1348,74.37825775,1348,75.20300293,1348,40.46055222,1348,25.87999916,1348,28.0502491,1348,64.32128906,
1347,76.92629242,1347,74.35202026,1347,75.42108917,1347,40.53573227,1347,25.89818573,1347,27.99109268,1347,64.38394165,
1346,76.91174316,1346,74.40270233,1346,75.61449432,1346,40.47491455,1346,25.93703842,1346,28.09462166,1346,64.33557892,
1345,76.80332184,1345,74.27015686,1345,75.74317169,1345,40.50093842,1345,25.86809349,1345,28.08248711,1345,64.35842896,
1344,76.90367889,1344,74.43783569,1344,76.06535339,1344,40.58393097,1344,25.96441269,1344,28.14644241,1344,64.44776917,
1343,76.85452271,1343,74.33192444,1343,76.09989166,1343,40.55416107,1343,25.95089722,1343,28.13041496,1343,64.38404083,
1342,76.93060303,1342,74.40461731,1342,76.31443024,1342,40.61354828,1342,25.91118431,1342,28.18744469,1342,64.46147919,
1341,76.88770294,1341,74.40781403,1341,76.42523956,1341,40.58039474,1341,25.8618927,1341,28.14205551,1341,64.456604,
1340,76.94125366,1340,74.40259552,1340,76.59924316,1340,40.59778595,1340,25.94613647,1340,28.18980789,1340,64.50083923,
1339,76.90573883,1339,74.335495,1339,76.73122406,1339,40.57972717,1339,25.91316414,1339,28.22544861,1339,64.43490601,
1338,76.92393494,1338,74.42275238,1338,76.88011932,1338,40.58843994,1338,25.92850304,1338,28.18867874,1338,64.56533813,
1337,76.8765564,1337,74.38564301,1337,76.94910431,1337,40.61214447,1337,25.96265984,1337,28.19420052,1337,64.4935379,
1336,76.90512848,1336,74.38658905,1336,77.0611496,1336,40.60954285,1336,25.95392418,1336,28.23358154,1336,64.50627899,
1335,76.92920685,1335,74.37621307,1335,77.2158432,1335,40.58833694,1335,25.96034431,1335,28.25558472,1335,64.46609497,
1334,76.95594025,1334,74.37718201,1334,77.30147552,1334,40.66931534,1334,25.95732117,1334,28.30986595,1334,64.5561142,
1333,76.88668823,1333,74.38130188,1333,77.45456696,1333,40.64939499,1333,25.92838478,1333,28.26995468,1333,64.50085449,
1332,76.93228149,1332,74.32996368,1332,77.51667786,1332,40.67805862,1332,25.94582748,1332,28.28503036,1332,64.50675964,
1331,76.86401367,1331,74.38586426,1331,77.47975159,1331,40.67754745,1331,25.85136223,1331,28.32738113,1331,64.49962616,
1330,76.95465851,1330,74.45876312,1330,77.65760803,1330,40.72624969,1330,25.9447937,1330,28.32107162,1330,64.47576904,
1329,76.90731049,1329,74.38114929,1329,77.69244385,1329,40.69286728,1329,25.94999313,1329,28.35632324,1329,64.49145508,
1328,76.85044098,1328,74.31934357,1328,77.73214722,1328,40.69005585,1328,25.88438606,1328,28.30821228,1328,64.45805359,
1327,76.86660767,1327,74.3562088,1327,77.8155899,1327,40.68881607,1327,25.92931938,1327,28.41929817,1327,64.51934052,
1326,76.94187927,1326,74.42111206,1326,77.95264435,1326,40.7510643,1326,25.9709301,1326,28.37599182,1326,64.57254028,
1325,76.90836334,1325,74.38209534,1325,77.97247314,1325,40.73291016,1325,25.96304321,1325,28.37677383,1325,64.5160141,
1324,76.89216614,1324,74.37709045,1324,77.91383362,1324,40.72249985,1324,25.87456131,1324,28.39727783,1324,64.47671509,
1323,76.89894104,1323,74.42053223,1323,78.01071167,1323,40.81043625,1323,25.9786644,1323,28.36850929,1323,64.52443695,
1322,76.84033203,1322,74.31581879,1322,78.0605011,1322,40.72158813,1322,25.87480545,1322,28.40176582,1322,64.50273895,
1321,76.86519623,1321,74.37345886,1321,78.07649231,1321,40.72002029,1321,25.92557716,1321,28.4802475,1321,64.44603729,
1320,76.89858246,1320,74.29271698,1320,78.08474731,1320,40.76750946,1320,25.92141724,1320,28.49073029,1320,64.57540131,
1319,76.84002686,1319,74.34672546,1319,78.05741119,1319,40.80247498,1319,25.9011097,1319,28.45947075,1319,64.50018311,
1318,76.87389374,1318,74.37246704,1318,78.09881592,1318,40.80582428,1318,25.91510963,1318,28.42215538,1318,64.50869751,
1317,76.8384552,1317,74.35336304,1317,78.09553528,1317,40.79426575,1317,25.94031715,1317,28.50492287,1317,64.49850464,
1316,76.85261536,1316,74.31758881,1316,78.10733795,1316,40.7624588,1316,25.90673828,1316,28.47159195,1316,64.460495,
1315,76.87264252,1315,74.31151581,1315,78.11222076,1315,40.833992,1315,25.9436245,1315,28.51060867,1315,64.52314758,
1314,76.92639923,1314,74.40140533,1314,78.05327606,1314,40.7992363,1314,25.92103767,1314,28.5116291,1314,64.48500061,
1313,76.88465118,1313,74.35459137,1313,78.06316376,1313,40.84104156,1313,25.89636421,1313,28.5611248,1313,64.50113678,
1312,76.85034943,1312,74.28817749,1312,78.03196716,1312,40.85341644,1312,25.90940666,1312,28.51683426,1312,64.48721313,
1311,76.88717651,1311,74.38591003,1311,78.01372528,1311,40.84789658,1311,25.90698242,1311,28.59020805,1311,64.45623779,
1310,76.82675934,1310,74.31513214,1310,77.96066284,1310,40.86855698,1310,25.96970177,1310,28.57512856,1310,64.48254395,
1309,76.91809082,1309,74.28766632,1309,77.91452026,1309,40.87449265,1309,25.85165787,1309,28.57897186,1309,64.39064789,
1308,76.82324982,1308,74.31202698,1308,77.91000366,1308,40.84795761,1308,25.89699936,1308,28.57976532,1308,64.46987152,
1307,76.90395355,1307,74.34877777,1307,77.8523941,1307,40.9200592,1307,25.94960976,1307,28.58655548,1307,64.52817535,
1306,76.8529892,1306,74.34815979,1306,77.73906708,1306,40.88417053,1306,25.91205788,1306,28.63072205,1306,64.46831512,
1305,76.94572449,1305,74.38970184,1305,77.77723694,1305,40.93788528,1305,25.90314674,1305,28.55994797,1305,64.44619751,
1304,76.81880951,1304,74.35439301,1304,77.67046356,1304,40.86369705,1304,25.95788193,1304,28.64938927,1304,64.50409698,
1303,76.79984283,1303,74.35084534,1303,77.49389648,1303,40.90274811,1303,25.91767693,1303,28.57261658,1303,64.47154999,
1302,76.88514709,1302,74.33656311,1302,77.52014923,1302,40.91285324,1302,25.89013863,1302,28.69385719,1302,64.47228241,
1301,76.78935242,1301,74.25995636,1301,77.40970612,1301,40.92239761,1301,25.95876122,1301,28.65389061,1301,64.42071533,
1300,76.86935425,1300,74.37168121,1300,77.37543488,1300,40.92041397,1300,25.94049644,1300,28.67123795,1300,64.44467163,
1299,76.87551117,1299,74.29988098,1299,77.26080322,1299,40.93381882,1299,25.90461349,1299,28.66454124,1299,64.48150635,
1298,76.90373993,1298,74.33246613,1298,77.12146759,1298,40.96817398,1298,25.93177605,1298,28.7040863,1298,64.45383453,
1297,76.88957214,1297,74.3135376,1297,77.0141983,1297,40.96527863,1297,25.89222145,1297,28.71338081,1297,64.38254547,
1296,76.8704834,1296,74.28092957,1296,76.92383575,1296,40.97182846,1296,25.94665527,1296,28.69644737,1296,64.45139313,
1295,76.8615036,1295,74.30926514,1295,76.78681946,1295,41.04341507,1295,25.89116096,1295,28.73674583,1295,64.49336243,
1294,76.81072998,1294,74.34164429,1294,76.66060638,1294,41.01833344,1294,25.8991127,1294,28.74552536,1294,64.40717316,
1293,76.74134827,1293,74.2648468,1293,76.51213074,1293,40.94412613,1293,25.89583015,1293,28.72894669,1293,64.39316559,
1292,76.81591797,1292,74.29714203,1292,76.38684082,1292,41.00567245,1292,25.8247757,1292,28.77139664,1292,64.43855286,
1291,76.85122681,1291,74.32318115,1291,76.25411224,1291,41.03740311,1291,25.90112305,1291,28.79525948,1291,64.45905304,
1290,76.83784485,1290,74.27781677,1290,76.13580322,1290,41.01255417,1290,25.9081192,1290,28.82494354,1290,64.45924377,
1289,76.80091858,1289,74.30554199,1289,75.99944305,1289,40.9487381,1289,25.87811661,1289,28.7660656,1289,64.44815063,
1288,76.78096008,1288,74.28033447,1288,75.80284882,1288,41.00332642,1288,25.86958694,1288,28.85025787,1288,64.41412354,
1287,76.85188293,1287,74.31057739,1287,75.63831329,1287,41.03807449,1287,25.90101433,1287,28.85784721,1287,64.44428253,
1286,76.75814056,1286,74.28523254,1286,75.47251129,1286,41.00108337,1286,25.83550453,1286,28.78974724,1286,64.41729736,
1285,76.81101227,1285,74.27877045,1285,75.2864151,1285,41.04432678,1285,25.89931107,1285,28.79922676,1285,64.35871887,
1284,76.80200195,1284,74.23827362,1284,75.1233902,1284,41.04288101,1284,25.87045097,1284,28.86088562,1284,64.39408875,
1283,76.77661133,1283,74.24925995,1283,74.92182922,1283,41.10954285,1283,25.87581635,1283,28.87026405,1283,64.41268921,
1282,76.80608368,1282,74.24376678,1282,74.71295166,1282,41.0201416,1282,25.86959267,1282,28.88757896,1282,64.36973572,
1281,76.84745789,1281,74.27112579,1281,74.56020355,1281,41.10985565,1281,25.8617363,1281,28.85960388,1281,64.44054413,
1280,76.8839798,1280,74.35189819,1280,74.41194153,1280,41.15575027,1280,25.87464714,1280,28.91078949,1280,64.48151398,
1279,76.7990799,1279,74.23822021,1279,74.07519531,1279,41.03863144,1279,25.85538673,1279,28.90914726,1279,64.35840607,
1278,76.69782257,1278,74.22610474,1278,73.87921143,1278,41.05452347,1278,25.86414719,1278,28.90528679,1278,64.33868408,
1277,76.77877808,1277,74.23976898,1277,73.53056335,1277,41.02920532,1277,25.85813713,1277,28.9045105,1277,64.32913208,
1276,76.81854248,1276,74.28733063,1276,73.57300568,1276,41.08182526,1276,25.84766769,1276,28.95495605,1276,64.39406586,
1275,76.57371521,1275,74.21200562,1275,73.15675354,1275,41.08271027,1275,25.83882904,1275,28.93749237,1275,64.38257599,
1274,76.8494339,1274,74.23064423,1274,72.9499054,1274,41.063694,1274,25.80315399,1274,28.97140884,1274,64.38928986,
1273,76.81492615,1273,74.19224548,1273,72.6756134,1273,41.08550644,1273,25.8516407,1273,28.94893265,1273,64.30289459,
1272,76.80440521,1272,74.25740814,1272,72.39962006,1272,41.1333847,1272,25.86079597,1272,28.99407768,1272,64.13422394,
1271,76.87058258,1271,74.24824524,1271,72.19428253,1271,41.15074921,1271,25.87014771,1271,29.05306435,1271,64.56608582,
1270,76.76995087,1270,74.26513672,1270,71.84269714,1270,41.13501358,1270,25.83148575,1270,29.02091789,1270,64.44293976,
1269,76.77722931,1269,74.2379303,1269,71.60926819,1269,41.14017487,1269,25.90166664,1269,29.03106499,1269,64.38524628,
1268,76.75597382,1268,74.23404694,1268,71.21450806,1268,41.14191818,1268,25.84463692,1268,29.00832558,1268,64.31825256,
1267,76.68273163,1267,74.18450165,1267,70.9102478,1267,41.10025024,1267,25.84065247,1267,29.07826996,1267,64.24449158,
1266,76.78995514,1266,74.2551651,1266,70.65844727,1266,41.25920105,1266,25.85545158,1266,29.1681118,1266,64.34234619,
1265,76.72670746,1265,74.24066162,1265,70.2567215,1265,41.14065552,1265,25.74204254,1265,29.02441597,1265,64.26798248,
1264,76.75112152,1264,74.18750763,1264,70.076828,1264,41.20264053,1264,25.86681175,1264,29.06082344,1264,64.24107361,
1263,76.71678162,1263,74.25335693,1263,69.7181015,1263,41.14333725,1263,25.89502907,1263,29.09579849,1263,64.30464172,
1262,76.75971985,1262,74.32216644,1262,69.43820953,1262,41.21235657,1262,25.83435822,1262,29.14661217,1262,64.28488159,
1261,76.76482391,1261,74.26200104,1261,69.09200287,1261,41.1751976,1261,25.82881165,1261,29.09981346,1261,64.26357269,
1260,76.70436096,1260,74.27524567,1260,68.69204712,1260,41.17433929,1260,25.85709763,1260,29.14603996,1260,64.27948761,
1259,76.84183502,1259,74.22048187,1259,68.41020966,1259,41.15260315,1259,25.81674194,1259,29.07181358,1259,64.22091675,
1258,76.8373642,1258,74.26166534,1258,68.03059387,1258,41.19490051,1258,25.77268791,1258,29.16040802,1258,64.26347351,
1257,76.77719879,1257,74.2250061,1257,67.60952759,1257,41.19703674,1257,25.82717896,1257,29.09660721,1257,64.22103882,
1256,76.83030701,1256,74.30913544,1256,67.24690247,1256,41.24041367,1256,25.89235878,1256,29.16591835,1256,64.27835846,
1255,76.79439545,1255,74.25826263,1255,66.82432556,1255,41.24723816,1255,25.84249878,1255,29.15665817,1255,64.27939606,
1254,76.73226929,1254,74.15549469,1254,66.39138794,1254,41.21567535,1254,25.79140282,1254,29.21509743,1254,64.23925018,
1253,76.74938965,1253,74.27487183,1253,66.03380585,1253,41.15725327,1253,25.82306862,1253,29.16602707,1253,64.20383453,
1252,76.63392639,1252,74.22240448,1252,65.57119751,1252,41.13886261,1252,25.77095604,1252,29.1812458,1252,64.10964203,
1251,76.69552612,1251,74.20027161,1251,65.19291687,1251,41.20174408,1251,25.80624008,1251,29.17101288,1251,64.10068512,
1250,76.66609192,1250,74.16168976,1250,64.70252991,1250,41.19669342,1250,25.79613304,1250,29.18476486,1250,64.0973053,
1249,76.69374847,1249,74.23973083,1249,64.34635925,1249,41.21939468,1249,25.73736954,1249,29.26019669,1249,64.10781097,
1248,76.75447845,1248,74.17621613,1248,63.92508316,1248,41.1941185,1248,25.83324242,1248,29.23769951,1248,64.15177917,
1247,76.68767548,1247,74.21459961,1247,63.41152954,1247,41.18843079,1247,25.76758194,1247,29.24053574,1247,64.04096222,
1246,76.68909454,1246,74.16319275,1246,62.95350647,1246,41.19050217,1246,25.78635788,1246,29.20451546,1246,64.04216003,
1245,76.72731018,1245,74.18883514,1245,62.46904755,1245,41.23568344,1245,25.75609016,1245,29.22546196,1245,63.9867897,
1244,76.67736053,1244,74.12612152,1244,62.07585907,1244,41.22068405,1244,25.76859283,1244,29.26914597,1244,64.03736115,
1243,76.76596069,1243,74.15546417,1243,61.56577301,1243,41.16090012,1243,25.71568871,1243,29.2517395,1243,63.98343277,
1242,76.73406982,1242,74.19400024,1242,61.10042953,1242,41.20623016,1242,25.77116394,1242,29.33933067,1242,63.91848755,
1241,76.72329712,1241,74.19113159,1241,60.60943604,1241,41.21865082,1241,25.81516457,1241,29.26058769,1241,63.95731735,
1240,76.67435455,1240,74.13183594,1240,60.08311462,1240,41.21996307,1240,25.75806427,1240,29.27887344,1240,63.80949783,
1239,76.69155121,1239,74.16423798,1239,59.61302948,1239,41.22108841,1239,25.74415207,1239,29.33045006,1239,63.96114731,
1238,76.63063812,1238,74.10668182,1238,59.0681076,1238,41.21670532,1238,25.74886703,1238,29.32736969,1238,63.81242752,
1237,76.6320343,1237,74.13257599,1237,58.63081741,1237,41.22041702,1237,25.6593399,1237,29.33614922,1237,63.83569717,
1236,76.70278931,1236,74.16391754,1236,58.11507034,1236,41.18943787,1236,25.78732109,1236,29.30797005,1236,63.83921051,
1235,76.61437225,1235,74.11211395,1235,57.56915665,1235,41.13495255,1235,25.71668243,1235,29.34799767,1235,63.72827148,
1234,76.59822083,1234,74.09460449,1234,57.07636642,1234,41.1809082,1234,25.7172699,1234,29.29712296,1234,63.65022659,
1233,76.62281036,1233,74.11693573,1233,56.50083923,1233,41.19616318,1233,25.7329731,1233,29.33370972,1233,63.63812637,
1232,76.60817719,1232,74.09778595,1232,55.97368622,1232,41.15722656,1232,25.66430283,1232,29.37768936,1232,63.60639191,
1231,76.57744598,1231,74.10838318,1231,55.44617081,1231,41.09908295,1231,25.69236183,1231,29.34587669,1231,63.49046326,
1230,76.54525757,1230,74.05608368,1230,54.92618561,1230,41.11185074,1230,25.76048088,1230,29.36680603,1230,63.46599579,
1229,76.56391144,1229,74.06581879,1229,54.39632416,1229,41.14149475,1229,25.70979691,1229,29.34713936,1229,63.44742203,
1228,76.57081604,1228,74.0877533,1228,53.93406677,1228,41.1680069,1228,25.6805191,1228,29.43930244,1228,63.38990784,
1227,76.55571747,1227,74.09851837,1227,53.33089066,1227,41.05286789,1227,25.65737724,1227,29.3717556,1227,63.34685135,
1226,76.54186249,1226,74.04906464,1226,52.83603668,1226,41.05748367,1226,25.7213707,1226,29.37940025,1226,63.21170425,
1225,76.55735016,1225,73.99183655,1225,52.30454254,1225,41.08732605,1225,25.67047119,1225,29.37362862,1225,63.16366196,
1224,76.58613586,1224,73.98635101,1224,51.75481415,1224,41.05604172,1224,25.65831757,1224,29.40678978,1224,63.12560272,
