crystalline_polished,,crystalline_nonpolished,,amorphous,,crystalline_coated,,crystalline_coated2,,crystalline_pyramid,,crystalline_black,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
747,35.88662338,747,33.75738525,747,85.03079224,747,4.85637331,747,7.166801453,747,10.06800842,747,7.66615963,
746,35.90115738,746,33.84393311,746,84.53329468,746,4.853403091,746,7.159075737,746,10.0808773,746,7.643901348,
745,35.95538712,745,33.87926483,745,83.74435425,745,4.835474968,745,7.240489006,745,10.0857954,745,7.681388378,
744,35.94073486,744,33.87631989,744,83.00309753,744,4.812422752,744,7.237893105,744,10.06679726,744,7.648312092,
743,36.00197601,743,33.82143784,743,82.18743896,743,4.79434824,743,7.231689453,743,10.07094574,743,7.63740921,
742,35.99518967,742,33.9173851,742,81.55500031,742,4.801259518,742,7.253433228,742,10.05492115,742,7.658554077,
741,36.00506592,741,33.89743423,741,80.43120575,741,4.76777029,741,7.275287628,741,10.04201603,741,7.636099339,
740,36.07700348,740,33.92709351,740,79.23548889,740,4.785811424,740,7.271995544,740,10.04760742,740,7.620382309,
739,35.99642944,739,33.86341858,739,78.09255219,739,4.780722618,739,7.305669785,739,10.09352016,739,7.626296043,
738,35.97032928,738,33.87838745,738,76.79553986,738,4.763217926,738,7.307648659,738,10.05633736,738,7.636701107,
737,36.0549202,737,33.96205902,737,75.49790192,737,4.7518363,737,7.313982487,737,10.03709984,737,7.622342587,
736,36.10079956,736,33.9414444,736,74.16429901,736,4.757954121,736,7.375229836,736,10.05045795,736,7.604598045,
735,36.07419586,735,33.96222687,735,72.69252014,735,4.714522362,735,7.360663891,735,10.0443449,735,7.582726955,
734,35.99312973,734,33.96735382,734,71.225914,734,4.710974216,734,7.383848667,734,10.02637482,734,7.581601143,
733,36.06685257,733,33.94433594,733,69.62958527,733,4.701479912,733,7.411322117,733,10.02924156,733,7.573179722,
732,36.05342102,732,33.9924202,732,68.25054169,732,4.674207211,732,7.417141438,732,10.00677299,732,7.558196068,
731,36.11273193,731,33.91386032,731,66.82971954,731,4.692315102,731,7.415305614,731,10.04190922,731,7.549128532,
730,36.05390549,730,33.92475891,730,65.59149933,730,4.66004324,730,7.435774803,730,10.02790546,730,7.54070425,
729,36.11297226,729,33.99995422,729,64.55608368,729,4.649484158,729,7.464048862,729,10.00485229,729,7.548635483,
728,36.12257767,728,34.00665665,728,63.58150864,728,4.627883911,728,7.477828026,728,10.02001286,728,7.526107788,
727,36.14096451,727,33.98607254,727,62.75780106,727,4.657168865,727,7.491676331,727,9.993095398,727,7.513978958,
726,36.22367096,726,33.99359131,726,62.23720169,726,4.629135132,726,7.537750244,726,9.999153137,726,7.519303322,
725,36.18827438,725,34.04203033,725,62.05586243,725,4.606932163,725,7.50141716,725,9.998718262,725,7.515637398,
724,36.20136261,724,34.03578568,724,62.08782196,724,4.627759933,724,7.54472971,724,10.00962448,724,7.506440639,
723,36.18709946,723,34.02195358,723,62.3198204,723,4.612136841,723,7.573861599,723,9.980560303,723,7.490541935,
722,36.16152573,722,34.01434326,722,62.90663528,722,4.618911743,722,7.596992493,722,10.00133419,722,7.499013901,
721,36.18419266,721,34.02388382,721,63.73160553,721,4.59791851,721,7.599174023,721,9.994630814,721,7.470617294,
720,36.19412994,720,33.99685287,720,64.5162735,720,4.601251125,720,7.637779236,720,10.01370335,720,7.454151154,
719,36.20549393,719,34.04698563,719,65.71335602,719,4.593312263,719,7.648176193,719,9.994485855,719,7.483748913,
718,36.17186737,718,34.03107071,718,66.72779846,718,4.59147501,718,7.670567036,718,9.988988876,718,7.440998554,
717,36.216362,717,34.04068756,717,67.83699036,717,4.583705902,717,7.695355415,717,9.988325119,717,7.44707346,
716,36.18503952,716,34.04405594,716,69.05259705,716,4.583927155,716,7.718481064,716,9.96788311,716,7.429819584,
715,36.24512863,715,34.10468292,715,70.18444061,715,4.575359821,715,7.735309124,715,9.971595764,715,7.429655075,
714,36.20890427,714,34.11940384,714,71.23439026,714,4.557107449,714,7.774650097,714,9.950058937,714,7.424014091,
713,36.29095078,713,34.12642288,713,72.28619385,713,4.567569733,713,7.747511387,713,9.9625597,713,7.410367012,
712,36.24958801,712,34.06318665,712,73.03366089,712,4.55017662,712,7.776039124,712,9.963380814,712,7.408100128,
711,36.31269455,711,34.09775925,711,73.92807007,711,4.556995869,711,7.818387508,711,9.946311951,711,7.398905754,
710,36.28158951,710,34.07364655,710,74.53985596,710,4.551966667,710,7.836845398,710,9.944910049,710,7.380251408,
709,36.31581497,709,34.10365295,709,75.11644745,709,4.543375015,709,7.867418289,709,9.934439659,709,7.371737003,
708,36.3321228,708,34.07849121,708,75.58729553,708,4.546896935,708,7.910716534,708,9.960927963,708,7.368180275,
707,36.32120132,707,34.1306572,707,76.13828278,707,4.568091393,707,7.915798664,707,9.951690674,707,7.378362179,
706,36.32102203,706,34.08029556,706,76.22047424,706,4.543710709,706,7.92396307,706,9.946237564,706,7.33531189,
705,36.35784149,705,34.14598083,705,76.41532135,705,4.549170971,705,7.962392807,705,9.948023796,705,7.362613678,
704,36.30680847,704,34.15447998,704,76.53225708,704,4.568110943,704,7.986938,704,9.91887188,704,7.343519688,
703,36.34148026,703,34.10856247,703,76.5437851,703,4.556730747,703,8.01837635,703,9.927656174,703,7.341270924,
702,36.40919113,702,34.22695923,702,76.51133728,702,4.548281193,702,8.030827522,702,9.918139458,702,7.330145836,
701,36.42676163,701,34.12620926,701,76.51268005,701,4.55684042,701,8.073659897,701,9.941566467,701,7.338457584,
700,36.4090271,700,34.22554398,700,76.39188385,700,4.55692482,700,8.091526031,700,9.936282158,700,7.324680805,
699,36.45083237,699,34.20597076,699,76.24175262,699,4.570096493,699,8.115970612,699,9.926058769,699,7.313994408,
698,36.48191452,698,34.24953461,698,75.92417145,698,4.577167511,698,8.165607452,698,9.941163063,698,7.312038422,
697,36.46425247,697,34.25305557,697,75.72782135,697,4.577073574,697,8.170238495,697,9.907698631,697,7.305836678,
696,36.45637894,696,34.2127037,696,75.28238678,696,4.584414005,696,8.17622757,696,9.928405762,696,7.285094261,
695,36.41652298,695,34.24317932,695,74.83145905,695,4.578538418,695,8.236999512,695,9.899378777,695,7.292314053,
694,36.48639297,694,34.23649597,694,74.44430542,694,4.595417023,694,8.251420021,694,9.927938461,694,7.290453434,
693,36.47424698,693,34.22966766,693,73.84012604,693,4.589691639,693,8.283794403,693,9.905840874,693,7.296452045,
692,36.51718903,692,34.27388382,692,73.36686707,692,4.608051777,692,8.314611435,692,9.908774376,692,7.261744022,
691,36.50128555,691,34.24508286,691,72.61273956,691,4.606578827,691,8.337973595,691,9.908034325,691,7.268531799,
690,36.53341675,690,34.3122139,690,71.91600037,690,4.62635994,690,8.35898304,690,9.915253639,690,7.267622471,
689,36.50888062,689,34.30582809,689,71.09867096,689,4.62784481,689,8.400621414,689,9.908475876,689,7.256381989,
688,36.57209778,688,34.32792664,688,70.24325562,688,4.637465477,688,8.430164337,688,9.905861855,688,7.244087696,
687,36.58402252,687,34.33363342,687,69.32311249,687,4.647827148,687,8.458316803,687,9.892914772,687,7.236515045,
686,36.60034561,686,34.35400009,686,68.23101044,686,4.660259247,686,8.51086235,686,9.912416458,686,7.240541458,
685,36.6651535,685,34.35706711,685,67.01718903,685,4.6636796,685,8.526270866,685,9.906529427,685,7.23139143,
684,36.62178802,684,34.29942322,684,65.72200012,684,4.674255371,684,8.561014175,684,9.917539597,684,7.225614548,
683,36.63154602,683,34.35554123,683,64.26228333,683,4.664783001,683,8.594575882,683,9.904478073,683,7.222352982,
682,36.62585449,682,34.39556503,682,62.72014236,682,4.694229126,682,8.61948204,682,9.917387962,682,7.225275993,
681,36.581707,681,34.37705994,681,60.97115707,681,4.711718559,681,8.644259453,681,9.906331062,681,7.196855545,
680,36.66863632,680,34.41324234,680,59.2410965,680,4.725905418,680,8.689732552,680,9.915985107,680,7.215312004,
679,36.7143364,679,34.4344635,679,57.32491684,679,4.734323025,679,8.731339455,679,9.919466019,679,7.201210976,
678,36.67580032,678,34.42647934,678,55.22699356,678,4.740915775,678,8.758998871,678,9.897195816,678,7.204475403,
677,36.72078323,677,34.46233368,677,53.10966492,677,4.749782562,677,8.789616585,677,9.920472145,677,7.187549114,
676,36.71136475,676,34.46282578,676,50.94579315,676,4.775833607,676,8.822214127,676,9.891143799,676,7.194001198,
675,36.73006821,675,34.41857529,675,48.61771011,675,4.784611225,675,8.854422569,675,9.898112297,675,7.183207035,
674,36.73402405,674,34.46371841,674,46.44678116,674,4.807113647,674,8.873608589,674,9.899111748,674,7.166510582,
673,36.77352905,673,34.46588516,673,44.45146561,673,4.820924759,673,8.929855347,673,9.914972305,673,7.178504944,
672,36.77519989,672,34.5057106,672,42.56805038,672,4.839103222,672,8.978602409,672,9.907349586,672,7.165455818,
671,36.73786163,671,34.47644424,671,40.94183731,671,4.846028805,671,9.001401901,671,9.893923759,671,7.160632133,
670,36.8140831,670,34.51013947,670,39.71963882,670,4.869066715,670,9.036198616,670,9.905282974,670,7.163532734,
669,36.80823135,669,34.540905,669,38.91625214,669,4.890538216,669,9.068408966,669,9.910583496,669,7.154182911,
668,36.86339188,668,34.54787064,668,38.49674606,668,4.905903339,668,9.114358902,668,9.910945892,668,7.135960579,
667,36.85487747,667,34.56044388,667,38.57692719,667,4.928240776,667,9.145936012,667,9.89636898,667,7.143632889,
666,36.85190201,666,34.54156494,666,39.10333633,666,4.948179245,666,9.17329216,666,9.908863068,666,7.140611649,
665,36.87085342,665,34.53223801,665,40.10181046,665,4.964953423,665,9.199680328,665,9.907692909,665,7.137750626,
664,36.88845444,664,34.57512665,664,41.39846802,664,4.984822273,664,9.264401436,664,9.911821365,664,7.121113777,
663,36.91707993,663,34.57557678,663,42.98414993,663,5.017534256,663,9.289432526,663,9.919857979,663,7.120973587,
662,36.89202499,662,34.62757111,662,44.75333405,662,5.030813694,662,9.339650154,662,9.907113075,662,7.118124485,
661,36.93924332,661,34.61906433,661,46.61621857,661,5.058476925,661,9.380329132,661,9.915659904,661,7.121820927,
660,36.9540863,660,34.60556412,660,48.50066376,660,5.088167667,660,9.406428337,660,9.921310425,660,7.104166031,
659,36.97647476,659,34.63436508,659,50.38044357,659,5.112236977,659,9.447665215,659,9.922305107,659,7.101477623,
658,36.98094559,658,34.65143585,658,52.17087936,658,5.131311893,658,9.496261597,658,9.934871674,658,7.100483894,
657,36.98847961,657,34.67157364,657,53.82844162,657,5.166234493,657,9.53576088,657,9.935216904,657,7.084859371,
656,37.02602768,656,34.68467712,656,55.31645966,656,5.18717432,656,9.585845947,656,9.932008743,656,7.097822189,
655,37.04679489,655,34.6871109,655,56.61084747,655,5.220392227,655,9.624011993,655,9.946192741,655,7.091468811,
654,37.06787109,654,34.71781158,654,57.67010498,654,5.24002409,654,9.658272743,654,9.942106247,654,7.074046135,
653,37.07416916,653,34.74394608,653,58.51460648,653,5.283672333,653,9.69731617,653,9.958589554,653,7.078073025,
652,37.109272,652,34.75862885,652,59.12755585,652,5.312586784,652,9.737449646,652,9.955067635,652,7.071897984,
651,37.12845993,651,34.73590469,651,59.5665741,651,5.345209599,651,9.79309845,651,9.966625214,651,7.078250408,
650,37.14177704,650,34.78580856,650,59.68731689,650,5.370794773,650,9.834254265,650,9.967861176,650,7.08204937,
649,37.13121033,649,34.78818512,649,59.59574127,649,5.410853386,649,9.878833771,649,9.977005959,649,7.069431305,
648,37.16459274,648,34.8342514,648,59.32673645,648,5.439997673,648,9.919104576,648,9.968308449,648,7.079559326,
647,37.16714096,647,34.84951782,647,58.78255844,647,5.481523514,647,9.97416687,647,9.995868683,647,7.072545052,
646,37.21323395,646,34.84587097,646,57.96046448,646,5.522656918,646,10.01789093,646,9.992444992,646,7.081964493,
645,37.23628998,645,34.87789536,645,56.93252182,645,5.549258232,645,10.06754017,645,10.00963783,645,7.073978901,
644,37.25326538,644,34.87575912,644,55.69367218,644,5.590771675,644,10.12053967,644,10.00021267,644,7.063889503,
643,37.29150391,643,34.92129898,643,54.1877861,643,5.631540775,643,10.17193317,643,10.00610733,643,7.065001965,
642,37.29092789,642,34.92767334,642,52.44755554,642,5.675691605,642,10.21581554,642,10.01787758,642,7.069364071,
641,37.31260681,641,34.92871475,641,50.53105164,641,5.707971573,641,10.26227283,641,10.02768421,641,7.0626297,
640,37.3802948,640,34.95371628,640,48.46176147,640,5.752685547,640,10.33096504,640,10.03907871,640,7.073793411,
639,37.40179443,639,34.99476242,639,46.23508453,639,5.79777813,639,10.37483692,639,10.0316658,639,7.076268673,
638,37.41493607,638,34.98448181,638,43.84608078,638,5.835468769,638,10.41895962,638,10.04327965,638,7.073701859,
637,37.40331268,637,35.02007294,637,41.58204269,637,5.887380123,637,10.47321033,637,10.05747318,637,7.073392868,
636,37.42386627,636,35.01078033,636,39.29706573,636,5.92744112,636,10.5322752,636,10.05440235,636,7.082222462,
635,37.45253754,635,35.05622864,635,37.18252945,635,5.968384266,635,10.57358265,635,10.06201172,635,7.075037956,
634,37.46033478,634,35.07781601,634,35.35667419,634,6.023981094,634,10.62754917,634,10.08455276,634,7.069185257,
633,37.50114059,633,35.08448029,633,33.82708359,633,6.069236755,633,10.68973541,633,10.07370281,633,7.076880455,
632,37.54097366,632,35.09424973,632,32.79211426,632,6.120030403,632,10.72178745,632,10.08715153,632,7.083248138,
631,37.5752182,631,35.11505508,631,32.09425354,631,6.157099247,631,10.79787731,631,10.10370445,631,7.083175182,
630,37.59589386,630,35.14181519,630,31.92752647,630,6.208077431,630,10.84366322,630,10.08805084,630,7.095754147,
629,37.60773468,629,35.15246201,629,32.14685059,629,6.260043144,629,10.88812542,629,10.09760952,629,7.075297832,
628,37.58998871,628,35.13527679,628,32.79438782,628,6.311729431,628,10.95632076,628,10.09960651,628,7.079339027,
627,37.65893173,627,35.1944809,627,33.80081177,627,6.366175652,627,11.01835728,627,10.10965157,627,7.084251881,
626,37.66094589,626,35.25095749,626,35.02762985,626,6.415538311,626,11.06725597,626,10.11386681,626,7.089276791,
625,37.67788696,625,35.22309494,625,36.37996674,625,6.469269753,625,11.11645794,625,10.12544823,625,7.088719845,
624,37.67429352,624,35.21932602,624,37.81714249,624,6.507169247,624,11.16936493,624,10.12148762,624,7.086218834,
623,37.76266479,623,35.30632401,623,39.33197021,623,6.581822872,623,11.23715591,623,10.13797855,623,7.082864761,
622,37.74616241,622,35.24943542,622,40.72103119,622,6.645358562,622,11.28234291,622,10.11982918,622,7.087113857,
621,37.80217743,621,35.31432343,621,41.99183655,621,6.696434975,621,11.35588646,621,10.14047909,621,7.090833187,
620,37.7901535,620,35.31673431,620,43.13985825,620,6.720818043,620,11.38979912,620,10.12565899,620,7.08520031,
619,37.82159042,619,35.34609985,619,44.16654587,619,6.798222065,619,11.48408127,619,10.14774609,619,7.091335773,
618,37.84162903,618,35.35896683,618,44.95973969,618,6.860350609,618,11.51539993,618,10.14729309,618,7.080513,
617,37.88090134,617,35.39063644,617,45.57752609,617,6.909573078,617,11.57539368,617,10.15059566,617,7.104983807,
616,37.89530563,616,35.38251877,616,45.99755859,616,6.975959301,616,11.62258244,616,10.14942074,616,7.080468655,
615,37.91257858,615,35.47155762,615,46.28287125,615,7.021939754,615,11.68318844,615,10.16757965,615,7.076313972,
614,37.92323685,614,35.409729,614,46.29401016,614,7.083838463,614,11.72283268,614,10.16642857,614,7.088512421,
613,37.92102051,613,35.48099518,613,46.19805908,613,7.151824951,613,11.80721474,613,10.16701317,613,7.083321571,
612,37.94272232,612,35.44475555,612,45.91213989,612,7.189974308,612,11.81807137,612,10.15098953,612,7.076703548,
611,38.00050735,611,35.47831345,611,45.51103592,611,7.261681557,611,11.89682961,611,10.17680836,611,7.070640564,
610,38.01298141,610,35.48783875,610,44.99139404,610,7.326874733,610,11.95375252,610,10.15274334,610,7.076809406,
609,38.04139328,609,35.53984833,609,44.40055084,609,7.410832405,609,12.01183987,609,10.19625759,609,7.070329666,
608,38.05044556,608,35.50757217,608,43.71536255,608,7.423707008,608,12.04428482,608,10.19538975,608,7.063391209,
607,38.06767273,607,35.56718445,607,43.01884842,607,7.521490574,607,12.09716034,607,10.18944263,607,7.067527771,
606,38.10211182,606,35.55543137,606,42.30517197,606,7.556850433,606,12.15420723,606,10.22634411,606,7.05038166,
605,38.10824585,605,35.55177307,605,41.5776825,605,7.64607811,605,12.21123314,605,10.20059776,605,7.038368225,
604,38.1322937,604,35.62486649,604,41.01293564,604,7.704180717,604,12.26076794,604,10.23023701,604,7.057148933,
603,38.13290405,603,35.61836243,603,40.45228577,603,7.774827003,603,12.32031536,603,10.24203396,603,7.043138981,
602,38.17546463,602,35.61385345,602,39.93943024,602,7.840921879,602,12.36984348,602,10.27236176,602,7.047241211,
601,38.20862579,601,35.68545914,601,39.5685997,601,7.915046692,601,12.42915058,601,10.26798534,601,7.031945229,
600,38.20372772,600,35.65817642,600,39.2389183,600,7.977027416,600,12.48341179,600,10.27997398,600,7.026934624,
599,38.24625397,599,35.69618988,599,39.07655716,599,8.040795326,599,12.53610706,599,10.29320526,599,7.021472454,
598,38.27570343,598,35.71224594,598,39.03357315,598,8.128355026,598,12.62123394,598,10.30912113,598,7.057153225,
597,38.30392838,597,35.74689484,597,39.04161072,597,8.202415466,597,12.68259239,597,10.32076073,597,7.042697906,
596,38.31246185,596,35.78425217,596,39.09749222,596,8.277255058,596,12.7298193,596,10.31616974,596,7.034485817,
595,38.32862854,595,35.77814865,595,39.20314789,595,8.363088608,595,12.78647614,595,10.34758854,595,7.042770863,
594,38.39458084,594,35.81544495,594,39.44750595,594,8.426773071,594,12.8533783,594,10.35640717,594,7.029525757,
593,38.39247894,593,35.83588028,593,39.65460968,593,8.520251274,593,12.89561367,593,10.33592319,593,7.038022041,
592,38.43004608,592,35.8339119,592,39.91577148,592,8.599591255,592,12.96227837,592,10.35460472,592,7.042695045,
591,38.43868256,591,35.87535858,591,40.20287323,591,8.680412292,591,13.03246307,591,10.36810398,591,7.046552181,
590,38.49704361,590,35.95525742,590,40.49763489,590,8.764010429,590,13.10370445,590,10.36042023,590,7.055357933,
589,38.49756241,589,35.91355515,589,40.75212097,589,8.858521461,589,13.16903114,589,10.37576389,589,7.040884495,
588,38.51857376,588,35.93214798,588,40.97556686,588,8.936628342,588,13.22928333,588,10.38267803,588,7.045342922,
587,38.61261749,587,35.97214508,587,41.23625946,587,9.06085968,587,13.30129623,587,10.41013718,587,7.07315731,
586,38.58794403,586,36.01032639,586,41.44864655,586,9.109213829,586,13.37599564,586,10.4144783,586,7.068576813,
585,38.6219902,585,36.04438782,585,41.65671158,585,9.21513176,585,13.44178009,585,10.41483498,585,7.065778255,
584,38.62866974,584,36.0235939,584,41.83451462,584,9.269568443,584,13.46784782,584,10.40443993,584,7.057847977,
583,38.68971252,583,36.05382919,583,41.92136383,583,9.37812233,583,13.58589649,583,10.42568874,583,7.076572418,
582,38.7005043,582,36.13763809,582,42.03923798,582,9.463718414,582,13.63853931,582,10.41762733,582,7.06929636,
581,38.75617599,581,36.16014862,581,42.12996292,581,9.596609116,581,13.68663502,581,10.41422844,581,7.079310894,
580,38.74926758,580,36.11850739,580,42.18572998,580,9.651033401,580,13.75319195,580,10.43245983,580,7.088840961,
579,38.80064392,579,36.17570114,579,42.25831604,579,9.746900558,579,13.8316927,579,10.45859814,579,7.104201794,
578,38.78601456,578,36.19823074,578,42.21492004,578,9.85839653,578,13.92029953,578,10.4414463,578,7.08682394,
577,38.81735229,577,36.22512054,577,42.16857147,577,9.936635971,577,13.9449749,577,10.43517876,577,7.091821671,
576,38.89585114,576,36.25967026,576,42.11095047,576,10.02108574,576,14.0308218,576,10.44598198,576,7.111012936,
575,38.9039917,575,36.2097435,575,42.03205872,575,10.12308216,575,14.09813595,575,10.43789101,575,7.109119892,
574,38.9270668,574,36.25226974,574,42.0413208,574,10.23528767,574,14.16535187,574,10.45543957,574,7.092213631,
573,38.99880219,573,36.30455017,573,41.9432373,573,10.33480358,573,14.21628857,573,10.49412537,573,7.094249249,
572,39.03261185,572,36.32740021,572,41.89268494,572,10.41917324,572,14.24802113,572,10.48618412,572,7.09481144,
571,38.99067688,571,36.36939621,571,41.83761597,571,10.54219818,571,14.37386703,571,10.48014545,571,7.10367775,
570,39.05508804,570,36.36334991,570,41.74443054,570,10.63029957,570,14.40620995,570,10.48717213,570,7.111741066,
569,39.07984161,569,36.41878128,569,41.67034912,569,10.7115078,569,14.48396492,569,10.49059868,569,7.136461258,
568,39.16141891,568,36.41415405,568,41.70288467,568,10.83713055,568,14.57321453,568,10.50963879,568,7.105903149,
567,39.19293976,567,36.49713516,567,41.69287872,567,10.95274734,567,14.60935593,567,10.49972057,567,7.126401901,
566,39.1617012,566,36.51961517,566,41.7220726,566,11.04028797,566,14.72516632,566,10.49189949,566,7.118217468,
565,39.14905167,565,36.47795105,565,41.61643219,565,11.16242599,565,14.73530388,565,10.51631069,565,7.120741844,
564,39.24307632,564,36.51712036,564,41.69065475,564,11.25948429,564,14.80807114,564,10.52385712,564,7.115158558,
563,39.21581268,563,36.54528427,563,41.72881699,563,11.36686802,563,14.86838627,563,10.51045322,563,7.127908707,
562,39.28986359,562,36.57498169,562,41.87659073,562,11.49697876,562,14.92714405,562,10.53852558,562,7.119709015,
561,39.2870636,561,36.55541992,561,41.89425659,561,11.58600712,561,14.9930954,561,10.51862907,561,7.134799004,
560,39.32524872,560,36.61584091,560,41.97755814,560,11.6843338,560,15.04475212,560,10.53364182,560,7.123176098,
559,39.36761475,559,36.66908264,559,42.14061356,559,11.81259251,559,15.12886906,559,10.53903103,559,7.133355141,
558,39.40459061,558,36.67218781,558,42.17472076,558,11.91808891,558,15.21539688,558,10.55672169,558,7.139836788,
557,39.36844254,557,36.66120529,557,42.20695114,557,12.01112747,557,15.23698902,557,10.5603714,557,7.126372337,
556,39.45435333,556,36.71416473,556,42.33510971,556,12.14153481,556,15.31723595,556,10.568717,556,7.141293526,
555,39.44968414,555,36.73054504,555,42.38124084,555,12.28035927,555,15.35591888,555,10.5871315,555,7.131456375,
554,39.5049057,554,36.78533554,554,42.47008514,554,12.38528728,554,15.42078114,554,10.59427071,554,7.144569397,
553,39.48687363,553,36.81049728,553,42.5122757,553,12.51972961,553,15.47589302,553,10.5929327,553,7.138824463,
552,39.53303909,552,36.81863785,552,42.53382492,552,12.6390667,552,15.58313942,552,10.59438229,552,7.147176743,
551,39.57902145,551,36.82949829,551,42.50999069,551,12.74703598,551,15.63730812,551,10.60746956,551,7.153164387,
550,39.60131073,550,36.8563385,550,42.51170349,550,12.86591148,550,15.65916538,550,10.60476875,550,7.144872665,
549,39.61484909,549,36.89248657,549,42.60364914,549,12.9941988,549,15.75031471,549,10.61434746,549,7.145233631,
548,39.65649414,548,36.92249298,548,42.5700798,548,13.10241413,548,15.82897472,548,10.62740135,548,7.147389412,
547,39.70908356,547,36.95378113,547,42.61943817,547,13.21608543,547,15.90987396,547,10.61288357,547,7.150392056,
546,39.67783737,546,36.96800995,546,42.62223053,546,13.34711647,546,15.94594288,546,10.6367178,546,7.157524109,
545,39.76698685,545,36.99670029,545,42.65210342,545,13.51584625,545,16.0267868,545,10.61234379,545,7.170679569,
544,39.81485367,544,37.03885651,544,42.67528915,544,13.60495949,544,16.07600212,544,10.63459682,544,7.170952797,
543,39.82624435,543,37.04984665,543,42.72303391,543,13.76415157,543,16.14990234,543,10.64201927,543,7.166542053,
542,39.89723587,542,37.13093948,542,42.69950104,542,13.88882256,542,16.22462845,542,10.64319324,542,7.171859741,
541,39.85134888,541,37.11196136,541,42.71486282,541,14.00224972,541,16.28242874,541,10.65533257,541,7.168558121,
540,39.88705063,540,37.14300156,540,42.75370407,540,14.11236858,540,16.30944252,540,10.6740694,540,7.162926197,
539,39.98566055,539,37.16773224,539,42.83050156,539,14.28037262,539,16.40380096,539,10.70793533,539,7.193597317,
538,39.98329163,538,37.20342636,538,42.880867,538,14.41440296,538,16.47233009,538,10.68016529,538,7.185689449,
537,40.0591774,537,37.29132843,537,42.91408539,537,14.52696133,537,16.54032898,537,10.70067692,537,7.189800739,
536,40.10511017,536,37.2935791,536,42.90839005,536,14.67359543,536,16.60562897,536,10.70432186,536,7.193765163,
535,40.063591,535,37.29738235,535,42.94574738,535,14.78277874,535,16.64846992,535,10.71714497,535,7.167203903,
534,40.12135696,534,37.32431412,534,42.98019409,534,14.94892216,534,16.73048973,534,10.73593235,534,7.190643787,
533,40.188797,533,37.35385132,533,43.0769577,533,15.08581924,533,16.77243042,533,10.73016357,533,7.204823971,
532,40.21235275,532,37.38498306,532,43.08273315,532,15.2144537,532,16.84466171,532,10.73846722,532,7.188557148,
531,40.27692032,531,37.44117355,531,43.11992645,531,15.34633636,531,16.8809166,531,10.75558186,531,7.189372063,
530,40.29232407,530,37.43068695,530,43.15940094,530,15.48672581,530,16.9426136,530,10.77086449,530,7.191770554,
529,40.31629562,529,37.49246216,529,43.1803894,529,15.63736343,529,17.00494385,529,10.78596973,529,7.20813036,
528,40.37271881,528,37.48393631,528,43.22928619,528,15.75699711,528,17.09856987,528,10.78283596,528,7.201361656,
527,40.37072372,527,37.53038025,527,43.2137146,527,15.90347576,527,17.17305756,527,10.78941631,527,7.193932056,
526,40.42738724,526,37.58256912,526,43.32984543,526,16.08390045,526,17.1993866,526,10.80708885,526,7.210206032,
525,40.50340652,525,37.62253952,525,43.3302803,525,16.22688103,525,17.28474426,525,10.78791809,525,7.206436157,
524,40.5078392,524,37.65473175,524,43.39553833,524,16.35555649,524,17.3641243,524,10.81096935,524,7.201287746,
523,40.53775406,523,37.71489716,523,43.40132904,523,16.53042984,523,17.40327263,523,10.82507038,523,7.232091427,
522,40.56113434,522,37.71377563,522,43.45185852,522,16.6732769,522,17.45823479,522,10.85360527,522,7.203271389,
521,40.63736343,521,37.6937294,521,43.46792984,521,16.80761337,521,17.52503777,521,10.83819103,521,7.20450592,
520,40.65917206,520,37.81996536,520,43.5538063,520,17.0075016,520,17.60237122,520,10.85102367,520,7.221735477,
519,40.74288177,519,37.8012886,519,43.55684662,519,17.14011002,519,17.65185356,519,10.86858177,519,7.226219654,
518,40.76495361,518,37.85527802,518,43.56069946,518,17.28907204,518,17.70954514,518,10.87102795,518,7.23421669,
517,40.83034515,517,37.92172241,517,43.64401627,517,17.45582199,517,17.80894089,517,10.8966198,517,7.250427246,
516,40.85544968,516,37.96265793,516,43.67734909,516,17.58051109,516,17.81716347,516,10.89585686,516,7.235256672,
515,40.87498093,515,37.9853096,515,43.70066071,515,17.71327591,515,17.8928051,515,10.92937946,515,7.253809929,
514,40.90929031,514,37.98799896,514,43.70879745,514,17.91601944,514,17.98304558,514,10.92575455,514,7.24566555,
513,40.97849655,513,38.0526886,513,43.80007553,513,18.05898476,513,17.99897766,513,10.92468643,513,7.241934776,
512,41.03773117,512,38.10858536,512,43.8112793,512,18.23549843,512,18.07542038,512,10.94898891,512,7.262274742,
511,41.0222435,511,38.12617493,511,43.85764694,511,18.41076851,511,18.1317215,511,10.93094254,511,7.2681427,
510,41.08472061,510,38.16152191,510,43.93999481,510,18.5408268,510,18.18039131,510,10.96446991,510,7.258666992,
509,41.15185547,509,38.22848892,509,43.9296608,509,18.69624329,509,18.24100876,509,10.99139214,509,7.264117241,
508,41.22358704,508,38.26593018,508,43.97189713,508,18.87565041,508,18.3064518,508,10.98704338,508,7.272219658,
507,41.28068924,507,38.31054688,507,44.02328873,507,19.04810143,507,18.36166763,507,11.01133156,507,7.258821964,
506,41.27617645,506,38.36136627,506,44.09079361,506,19.21163559,506,18.44558907,506,11.00294399,506,7.267297745,
505,41.34044647,505,38.38340759,505,44.08227921,505,19.39788246,505,18.50280762,505,10.99613857,505,7.265126705,
